Ville;Annee;Libelle;Sexe;Total;<1;1-4;5-14;15-24;25-34;35-44;45-54;55-64;65-74;75-84;85-94;95
9;11;49;M;0;;*;*;;;;;;;;;
9;11;49;F;0;;*;*;;;;;;;;;
9;11;49;T;0;;*;*;;;;;;;;;
9;11;50;M;7;7;*;*;;;;;;;;;
9;11;50;F;2;2;*;*;;;;;;;;;
9;11;50;T;9;9;*;*;;;;;;;;;
9;11;51;M;0;;*;*;;;;;;;;;
9;11;51;F;0;;*;*;;;;;;;;;
9;11;51;T;0;;*;*;;;;;;;;;
9;11;52;M;0;;*;*;;;;;;;;;
9;11;52;F;2;2;*;*;;;;;;;;;
9;11;52;T;2;2;*;*;;;;;;;;;
9;11;53;M;2;1;*;*;;;;;1;;;;
9;11;53;F;1;1;*;*;;;;;;;;;
9;11;53;T;3;2;*;*;;;;;1;;;;
9;11;54;M;7;7;*;*;;;;;;;;;
9;11;54;F;3;3;*;*;;;;;;;;;
9;11;54;T;10;10;*;*;;;;;;;;;
9;11;55;M;46;3;*;*;7;12;9;1;4;3;5;1;
9;11;55;F;19;1;*;*;2;2;4;1;;3;3;3;
9;11;55;T;65;4;*;*;9;14;13;2;4;6;8;4;
9;11;56;M;18;;*;*;;;;2;1;3;6;6;
9;11;56;F;36;;*;*;;;1;;;3;10;16;6
9;11;56;T;54;;*;*;;;1;2;1;6;16;22;6
9;11;57;M;19;;*;*;3;6;2;;2;1;2;1;
9;11;57;F;14;;*;*;6;1;1;3;;1;1;;
9;11;57;T;33;;*;*;9;7;3;3;2;2;3;1;
9;11;58;M;8;;*;*;;;1;1;;1;1;3;1
9;11;58;F;34;;*;*;;1;;;1;1;16;15;
9;11;58;T;42;;*;*;;1;1;1;1;2;17;18;1
9;11;59;M;1;;*;*;;;;;;1;;;
9;11;59;F;1;;*;*;;;;;;;1;;
9;11;59;T;2;;*;*;;;;;;1;1;;
9;11;60;M;24;2;*;*;1;1;2;1;2;4;8;2;
9;11;60;F;16;;*;*;1;;1;;;2;4;7;1
9;11;60;T;40;2;*;*;2;1;3;1;2;6;12;9;1
9;11;61;M;20;;*;*;;8;2;3;1;2;2;2;
9;11;61;F;18;;*;*;1;5;1;3;5;1;1;1;
9;11;61;T;38;;*;*;1;13;3;6;6;3;3;3;
9;11;62;M;0;;*;*;;;;;;;;;
9;11;62;F;0;;*;*;;;;;;;;;
9;11;62;T;0;;*;*;;;;;;;;;
9;11;63;M;6;;*;*;1;3;;1;;1;;;
9;11;63;F;4;;*;*;;;;1;1;;1;1;
9;11;63;T;10;;*;*;1;3;;2;1;1;1;1;
9;11;64;M;3;;*;*;;;;1;1;;1;;
9;11;64;F;1;;*;*;;;1;;;;;;
9;11;64;T;4;;*;*;;;1;1;1;;1;;
10;11;0;M;7;;*;*;;;1;;1;1;3;1;
10;11;0;F;4;;*;;;;;;;;4;;
10;11;0;T;11;;*;;;;1;;1;1;7;1;
10;11;1;M;0;;*;*;;;;;;;;;
10;11;1;F;0;;*;;;;;;;;;;
10;11;1;T;0;;*;;;;;;;;;;
10;11;2;M;24;;*;*;;8;11;4;1;;;;
10;11;2;F;0;;*;;;;;;;;;;
10;11;2;T;24;;*;;;8;11;4;1;;;;
10;11;3;M;1;;*;*;;;;;;;1;;
10;11;3;F;0;;*;;;;;;;;;;
10;11;3;T;1;;*;;;;;;;;1;;
10;11;4;M;23;;*;*;;;;1;1;7;10;4;
10;11;4;F;29;;*;;;;;1;1;3;13;9;2
10;11;4;T;52;;*;;;;;2;2;10;23;13;2
10;11;5;M;35;;*;*;;;4;10;10;6;4;1;
10;11;5;F;12;;*;;;;1;;5;;3;2;1
10;11;5;T;47;;*;;;;5;10;15;6;7;3;1
10;11;6;M;25;;*;*;;1;;7;6;7;3;1;
10;11;6;F;3;;*;;;;;;;1;2;;
10;11;6;T;28;;*;;;1;;7;6;8;5;1;
10;11;7;M;23;;*;*;;;1;2;6;1;11;2;
10;11;7;F;26;;*;;;;;1;2;;18;5;
10;11;7;T;49;;*;;;;1;3;8;1;29;7;
10;11;8;M;47;;*;*;;;;;6;21;15;5;
10;11;8;F;65;;*;;;;;2;8;11;24;17;3
10;11;8;T;112;;*;;;;;2;14;32;39;22;3
10;11;9;M;24;;*;*;;;;;2;4;13;4;1
10;11;9;F;16;;*;;;;;;1;3;6;5;1
10;11;9;T;40;;*;;;;;;3;7;19;9;2
10;11;10;M;44;;*;*;1;;1;3;8;17;11;3;
10;11;10;F;13;;*;;;;;1;2;5;4;1;
10;11;10;T;57;;*;;1;;1;4;10;22;15;4;
10;11;11;M;19;;*;*;;;;;5;8;6;;
10;11;11;F;28;;*;;;;2;;1;6;17;1;1
10;11;11;T;47;;*;;;;2;;6;14;23;1;1
10;11;12;M;137;;*;*;;;5;17;36;41;29;9;
10;11;12;F;31;;*;;;;1;1;8;6;9;6;
10;11;12;T;168;;*;;;;6;18;44;47;38;15;
10;11;13;M;2;;*;*;;;1;1;;;;;
10;11;13;F;4;;*;;;;;1;1;;2;;
10;11;13;T;6;;*;;;;1;2;1;;2;;
10;11;14;M;1;;*;*;;;;;;;;1;
10;11;14;F;97;;*;;;;6;12;23;16;18;21;1
10;11;14;T;98;;*;;;;6;12;23;16;18;22;1
10;11;15;M;0;;*;*;;;;;;;;;
10;11;15;F;5;;*;;;;2;;;;1;2;
10;11;15;T;5;;*;;;;2;;;;1;2;
10;11;16;M;0;;*;*;;;;;;;;;
10;11;16;F;23;;*;;;;;;6;4;9;4;
10;11;16;T;23;;*;;;;;;6;4;9;4;
10;11;17;M;0;;*;*;;;;;;;;;
10;11;17;F;24;;*;;;;;1;3;5;10;5;
10;11;17;T;24;;*;;;;;1;3;5;10;5;
10;11;18;M;71;;*;*;;;;1;3;13;38;15;1
10;11;18;F;0;;*;;;;;;;;;;
10;11;18;T;71;;*;;;;;1;3;13;38;15;1
10;11;19;M;8;;*;*;;;;1;1;1;3;1;1
10;11;19;F;7;;*;;;;;;2;;1;4;
10;11;19;T;15;;*;;;;;1;3;1;4;5;1
10;11;20;M;21;;*;*;;;1;;2;9;6;2;1
10;11;20;F;15;;*;;;;;;1;2;8;3;1
10;11;20;T;36;;*;;;;1;;3;11;14;5;2
10;11;21;M;31;;*;*;;;1;2;4;6;15;3;
10;11;21;F;55;;*;2;;;1;3;5;12;22;9;1
10;11;21;T;86;;*;2;;;2;5;9;18;37;12;1
10;11;22;M;88;;*;*;;3;4;6;18;21;25;10;1
10;11;22;F;81;;*;1;;1;1;3;7;12;33;22;1
10;11;22;T;169;;*;1;;4;5;9;25;33;58;32;2
10;11;23;M;16;;*;*;;;1;1;1;5;5;3;
10;11;23;F;16;;*;;;;1;1;1;2;8;2;
10;11;23;T;32;;*;;;;2;2;2;7;13;5;
10;11;24;M;9;;*;*;;;;;1;2;2;4;
10;11;24;F;11;;*;1;;;;1;1;1;;7;
10;11;24;T;20;;*;1;;;;1;2;3;2;11;
10;11;25;M;16;;*;*;;;;1;1;5;6;3;
10;11;25;F;28;;*;;;1;;2;1;1;17;6;
10;11;25;T;44;;*;;;1;;3;2;6;23;9;
10;11;26;M;14;;*;*;;;;;2;1;5;5;1
10;11;26;F;31;;*;;;;2;;;2;7;19;
10;11;26;T;45;;*;;;;2;;2;3;12;24;1
10;11;27;M;10;;*;*;1;;1;1;4;2;;1;
10;11;27;F;4;;*;;;;;3;1;;;;
10;11;27;T;14;;*;;1;;1;4;5;2;;1;
10;11;28;M;2;;*;*;1;;;1;;;;;
10;11;28;F;0;;*;;;;;;;;;;
10;11;28;T;2;;*;;1;;;1;;;;;
10;11;29;M;15;;*;*;;;;;;1;4;10;
10;11;29;F;43;;*;;;;1;;;2;19;18;3
10;11;29;T;58;;*;;;;1;;;3;23;28;3
10;11;30;M;1;;*;*;;;;;;1;;;
10;11;30;F;2;1;*;;;;;;;;1;;
10;11;30;T;3;1;*;;;;;;;1;1;;
10;11;31;M;44;;*;*;;;;;6;3;20;13;1
10;11;31;F;47;;*;;;;;1;2;7;20;16;
10;11;31;T;91;;*;;;;;1;8;10;40;29;1
10;11;32;M;199;;*;*;;1;7;11;30;43;76;30;1
10;11;32;F;189;;*;;;;2;;4;21;74;80;8
10;11;32;T;388;;*;;;1;9;11;34;64;150;110;9
10;11;33;M;134;;*;*;;2;2;1;14;23;53;35;4
10;11;33;F;181;1;*;;;;1;1;6;10;57;90;15
10;11;33;T;315;1;*;;;2;3;2;20;33;110;125;19
10;11;34;M;168;;*;*;;1;1;5;10;24;77;46;4
10;11;34;F;216;;*;;;;1;1;6;17;86;97;8
10;11;34;T;384;;*;;;1;2;6;16;41;163;143;12
10;11;35;M;83;;*;*;;;2;1;7;18;33;21;1
10;11;35;F;112;;*;;;;;;4;14;40;49;5
10;11;35;T;195;;*;;;;2;1;11;32;73;70;6
10;11;36;M;5;;*;*;;;;;;;2;3;
10;11;36;F;9;;*;;;;;;;;2;6;1
10;11;36;T;14;;*;;;;;;;;4;9;1
10;11;37;M;33;;*;*;;;;2;1;3;17;9;1
10;11;37;F;54;;*;;;;;1;;2;17;27;7
10;11;37;T;87;;*;;;;;3;1;5;34;36;8
10;11;38;M;5;;*;*;;;;1;;1;1;2;
10;11;38;F;9;;*;1;;;;;;1;5;2;
10;11;38;T;14;;*;1;;;;1;;2;6;4;
10;11;39;M;49;;*;*;;;;1;1;16;18;11;2
10;11;39;F;41;;*;;;;;;;3;13;24;1
10;11;39;T;90;;*;;;;;1;1;19;31;35;3
10;11;40;M;31;1;*;*;;;2;;4;9;7;7;1
10;11;40;F;24;;*;;;1;;;;3;4;12;4
10;11;40;T;55;1;*;;;1;2;;4;12;11;19;5
10;11;41;M;6;;*;*;;;;;;;2;4;
10;11;41;F;8;;*;;;;;;;;3;5;
10;11;41;T;14;;*;;;;;;;;5;9;
10;11;42;M;44;;*;*;;1;4;10;16;9;3;;1
10;11;42;F;29;;*;;;;3;5;9;8;3;1;
10;11;42;T;73;;*;;;1;7;15;25;17;6;1;1
10;11;43;M;32;;*;*;;1;;2;3;5;13;8;
10;11;43;F;64;;*;;;;;;;7;20;27;10
10;11;43;T;96;;*;;;1;;2;3;12;33;35;10
10;11;44;M;1;;*;*;;;;;;;1;;
10;11;44;F;14;;*;;;;;;;1;6;7;
10;11;44;T;15;;*;;;;;;;1;7;7;
10;11;45;M;1;;*;*;;;;;;;1;;
10;11;45;F;5;;*;;;;;;;1;1;2;1
10;11;45;T;6;;*;;;;;;;1;2;2;1
10;11;46;M;3;;*;*;;;;;1;;1;1;
10;11;46;F;15;;*;;;;;1;1;3;4;5;1
10;11;46;T;18;;*;;;;;1;2;3;5;6;1
10;11;47;M;26;;*;*;;1;;3;3;;6;13;
10;11;47;F;17;;*;;;;;;;4;7;5;1
10;11;47;T;43;;*;;;1;;3;3;4;13;18;1
10;11;48;M;16;;*;*;;;;;2;1;5;8;
10;11;48;F;7;;*;;;;;;1;;3;3;
10;11;48;T;23;;*;;;;;;3;1;8;11;
10;11;49;M;0;;*;*;;;;;;;;;
10;11;49;F;0;;*;;;;;;;;;;
10;11;49;T;0;;*;;;;;;;;;;
10;11;50;M;4;4;*;*;;;;;;;;;
10;11;50;F;8;8;*;;;;;;;;;;
10;11;50;T;12;12;*;;;;;;;;;;
10;11;51;M;1;1;*;*;;;;;;;;;
10;11;51;F;0;;*;;;;;;;;;;
10;11;51;T;1;1;*;;;;;;;;;;
10;11;52;M;2;1;*;*;;;;;;1;;;
10;11;52;F;2;2;*;;;;;;;;;;
10;11;52;T;4;3;*;;;;;;;1;;;
10;11;53;M;1;;*;*;1;;;;;;;;
10;11;53;F;1;;*;1;;;;;;;;;
10;11;53;T;2;;*;1;1;;;;;;;;
10;11;54;M;4;4;*;*;;;;;;;;;
10;11;54;F;5;5;*;;;;;;;;;;
10;11;54;T;9;9;*;;;;;;;;;;
10;11;55;M;84;6;*;*;;14;16;17;8;11;9;2;
10;11;55;F;56;1;*;1;;3;5;5;10;3;14;13;1
10;11;55;T;140;7;*;1;;17;21;22;18;14;23;15;1
10;11;56;M;43;;*;*;;;1;3;4;3;13;13;6
10;11;56;F;81;;*;;1;;;1;3;2;23;36;15
10;11;56;T;124;;*;;1;;1;4;7;5;36;49;21
10;11;57;M;35;;*;*;7;8;3;6;4;2;5;;
10;11;57;F;21;;*;;2;4;1;2;4;2;4;1;
10;11;57;T;56;;*;;9;12;4;8;8;4;9;1;
10;11;58;M;29;;*;*;;1;1;1;2;9;3;11;1
10;11;58;F;73;;*;;;;;1;;1;20;43;8
10;11;58;T;102;;*;;;1;1;2;2;10;23;54;9
10;11;59;M;1;;*;*;;;;;;1;;;
10;11;59;F;2;;*;;;;;;1;1;;;
10;11;59;T;3;;*;;;;;;1;2;;;
10;11;60;M;39;1;*;*;2;3;4;2;8;10;9;;
10;11;60;F;35;;*;;2;2;;3;;6;13;7;2
10;11;60;T;74;1;*;;4;5;4;5;8;16;22;7;2
10;11;61;M;34;;*;*;3;8;8;3;7;1;3;1;
10;11;61;F;16;;*;;2;2;6;1;1;1;1;2;
10;11;61;T;50;;*;;5;10;14;4;8;2;4;3;
10;11;62;M;1;;*;*;;;1;;;;;;
10;11;62;F;1;;*;;;;;;;;1;;
10;11;62;T;2;;*;;;;1;;;;1;;
10;11;63;M;19;;*;*;2;2;4;3;1;;2;2;
10;11;63;F;12;1;*;;3;4;1;;1;;2;;
10;11;63;T;31;1;*;3;5;6;5;3;2;;4;2;
10;11;64;M;3;;*;*;;;;;1;2;;;
10;11;64;F;3;;*;;;;;;;1;2;;
10;11;64;T;6;;*;;;;;;1;3;2;;
0;12;0;M;34;;;;;1;6;6;4;7;7;2;1
0;12;0;F;24;;;;;2;1;1;2;3;4;11;
0;12;0;T;58;;;;;3;7;7;6;10;11;13;1
0;12;1;M;1;;;;1;;;;;;;;
0;12;1;F;1;;;;;1;;;;;;;
0;12;1;T;2;;;;1;1;;;;;;;
0;12;2;M;770;;1;1;6;242;310;136;61;12;1;;
0;12;2;F;68;1;;;4;34;18;6;2;1;2;;
0;12;2;T;838;1;1;1;10;276;328;142;63;13;3;;
0;12;3;M;2;;;;1;1;;;;;;;
0;12;3;F;0;;;;;;;;;;;;
0;12;3;T;2;;;;1;1;;;;;;;
0;12;4;M;111;5;;2;;2;17;6;8;15;25;29;2
0;12;4;F;126;2;2;1;;1;2;;3;9;46;51;9
0;12;4;T;237;7;2;3;;3;19;6;11;24;71;80;11
0;12;5;M;150;;;;;1;10;37;52;24;20;6;
0;12;5;F;45;;;;;;;2;14;13;7;6;3
0;12;5;T;195;;;;;1;10;39;66;37;27;12;3
0;12;6;M;109;;;;;;6;15;39;22;15;12;
0;12;6;F;39;;;;;;1;3;12;10;10;3;
0;12;6;T;148;;;;;;7;18;51;32;25;15;
0;12;7;M;116;;;;;1;6;6;17;25;49;11;1
0;12;7;F;108;;;;;;3;3;4;21;42;31;4
0;12;7;T;224;;;;;1;9;9;21;46;91;42;5
0;12;8;M;216;;;;;;6;14;22;55;77;40;2
0;12;8;F;263;;;;;1;3;9;15;51;105;72;7
0;12;8;T;479;;;;;1;9;23;37;106;182;112;9
0;12;9;M;57;;;;;;3;5;11;12;19;6;1
0;12;9;F;75;;;;;;;;6;16;32;18;3
0;12;9;T;132;;;;;;3;5;17;28;51;24;4
0;12;10;M;128;;;;;;4;23;33;32;28;7;1
0;12;10;F;58;;;;;;;4;7;15;17;14;1
0;12;10;T;186;;;;;;4;27;40;47;45;21;2
0;12;11;M;129;;;;;2;1;5;28;34;49;10;
0;12;11;F;155;;;;;1;3;1;19;36;56;36;3
0;12;11;T;284;;;;;3;4;6;47;70;105;46;3
0;12;12;M;771;1;;;;1;34;88;187;222;174;62;2
0;12;12;F;222;;;;;;5;16;34;57;78;30;2
0;12;12;T;993;1;;;;1;39;104;221;279;252;92;4
0;12;13;M;14;;;;;1;1;2;3;4;3;;
0;12;13;F;17;;;1;;2;;;3;5;1;5;
0;12;13;T;31;;;1;;3;1;2;6;9;4;5;
0;12;14;M;2;;;;;;;;;1;1;;
0;12;14;F;466;;;;;5;24;46;111;91;124;58;7
0;12;14;T;468;;;;;5;24;46;111;92;125;58;7
0;12;15;M;0;;;;;;;;;;;;
0;12;15;F;34;;;;;;5;10;6;4;9;;
0;12;15;T;34;;;;;;5;10;6;4;9;;
0;12;16;M;0;;;;;;;;;;;;
0;12;16;F;123;;;;;1;4;6;14;27;40;30;1
0;12;16;T;123;;;;;1;4;6;14;27;40;30;1
0;12;17;M;0;;;;;;;;;;;;
0;12;17;F;162;;;;1;;;17;33;50;40;21;
0;12;17;T;162;;;;1;;;17;33;50;40;21;
0;12;18;M;295;;;;;;;3;19;47;139;85;2
0;12;18;F;0;;;;;;;;;;;;
0;12;18;T;295;;;;;;;3;19;47;139;85;2
0;12;19;M;48;;;;;;;2;13;13;14;5;1
0;12;19;F;40;;;;;;;2;6;8;13;10;1
0;12;19;T;88;;;;;;;4;19;21;27;15;2
0;12;20;M;112;;;;;;;5;14;26;45;22;
0;12;20;F;54;;;;;;;3;1;6;23;19;2
0;12;20;T;166;;;;;;;8;15;32;68;41;2
0;12;21;M;225;;3;2;3;9;14;20;32;40;56;44;2
0;12;21;F;220;;;;3;4;4;10;31;45;83;38;2
0;12;21;T;445;;3;2;6;13;18;30;63;85;139;82;4
0;12;22;M;464;;4;;2;12;31;49;95;98;122;50;1
0;12;22;F;417;;1;1;3;2;11;30;48;87;135;93;6
0;12;22;T;881;;5;1;5;14;42;79;143;185;257;143;7
0;12;23;M;61;1;;;;2;3;2;7;18;22;6;
0;12;23;F;79;;;;;2;2;4;6;9;29;27;
0;12;23;T;140;1;;;;4;5;6;13;27;51;33;
0;12;24;M;49;2;1;1;1;2;3;3;1;8;18;7;2
0;12;24;F;59;;;;;1;;1;2;3;23;22;7
0;12;24;T;108;2;1;1;1;3;3;4;3;11;41;29;9
0;12;25;M;76;;;;1;;2;3;11;21;19;18;1
0;12;25;F;88;;;;;;;1;2;24;31;29;1
0;12;25;T;164;;;;1;;2;4;13;45;50;47;2
0;12;26;M;75;5;1;;1;;1;1;8;8;20;26;4
0;12;26;F;162;;;;1;1;1;2;1;6;42;80;28
0;12;26;T;237;5;1;;2;1;2;3;9;14;62;106;32
0;12;27;M;43;;;;;2;9;8;16;5;1;2;
0;12;27;F;11;;;;;1;2;2;1;3;1;1;
0;12;27;T;54;;;;;3;11;10;17;8;2;3;
0;12;28;M;17;;;;1;7;6;;1;1;;1;
0;12;28;F;5;;;;2;2;;;;;1;;
0;12;28;T;22;;;;3;9;6;;1;1;1;1;
0;12;29;M;87;;;;;;;2;1;6;34;39;5
0;12;29;F;199;;;;;;2;;2;5;61;110;19
0;12;29;T;286;;;;;;2;2;3;11;95;149;24
0;12;30;M;6;1;;;;1;1;1;1;1;;;
0;12;30;F;4;1;;;;1;;1;;;1;;
0;12;30;T;10;2;;;;2;1;2;1;1;1;;
0;12;31;M;162;3;1;1;3;7;7;14;18;32;51;24;1
0;12;31;F;188;3;;2;2;1;3;2;8;25;76;58;8
0;12;31;T;350;6;1;3;5;8;10;16;26;57;127;82;9
0;12;32;M;903;;;;;7;12;30;112;172;352;208;10
0;12;32;F;854;;;;;1;;8;21;92;319;366;47
0;12;32;T;1757;;;;;8;12;38;133;264;671;574;57
0;12;33;M;519;5;1;;3;1;7;23;32;66;191;167;23
0;12;33;F;966;1;;1;1;1;3;6;24;50;286;484;109
0;12;33;T;1485;6;1;1;4;2;10;29;56;116;477;651;132
0;12;34;M;569;;;;;7;9;25;46;90;214;161;17
0;12;34;F;971;;;;;3;13;13;23;81;326;469;43
0;12;34;T;1540;;;;;10;22;38;69;171;540;630;60
0;12;35;M;439;;1;;2;;9;11;37;83;177;109;10
0;12;35;F;596;;1;2;1;3;2;8;12;52;206;265;44
0;12;35;T;1035;;2;2;3;3;11;19;49;135;383;374;54
0;12;36;M;3;;;;;;;1;;1;1;;
0;12;36;F;3;;;;;;;;;;1;1;1
0;12;36;T;6;;;;;;;1;;1;2;1;1
0;12;37;M;247;3;1;;;2;6;10;13;30;89;86;7
0;12;37;F;289;5;;;;;1;;4;14;81;152;32
0;12;37;T;536;8;1;;;2;7;10;17;44;170;238;39
0;12;38;M;33;;;;;2;3;4;4;7;10;3;
0;12;38;F;60;;;;;1;2;3;3;9;25;15;2
0;12;38;T;93;;;;;3;5;7;7;16;35;18;2
0;12;39;M;216;;;;1;;3;2;7;44;77;73;9
0;12;39;F;187;;1;;;;;2;4;12;70;88;10
0;12;39;T;403;;1;;1;;3;4;11;56;147;161;19
0;12;40;M;98;3;;;1;;2;3;2;9;49;24;5
0;12;40;F;147;2;;;;1;1;4;4;10;42;69;14
0;12;40;T;245;5;;;1;1;3;7;6;19;91;93;19
0;12;41;M;34;;;;;1;1;2;3;11;6;9;1
0;12;41;F;36;;;;;;1;;1;5;10;19;
0;12;41;T;70;;;;;1;2;2;4;16;16;28;1
0;12;42;M;190;;;;1;4;22;28;64;38;28;5;
0;12;42;F;127;;;;;1;12;29;32;29;20;3;1
0;12;42;T;317;;;;1;5;34;57;96;67;48;8;1
0;12;43;M;205;3;;;;2;6;12;25;30;80;45;2
0;12;43;F;312;1;1;;;2;3;2;16;28;106;133;20
0;12;43;T;517;4;1;;;4;9;14;41;58;186;178;22
0;12;44;M;28;;;;;;1;1;;1;11;12;2
0;12;44;F;61;;;;;;;;;1;16;35;9
0;12;44;T;89;;;;;;1;1;;2;27;47;11
0;12;45;M;3;;;;;;;;;;2;1;
0;12;45;F;14;;;;;;;;1;2;6;4;1
0;12;45;T;17;;;;;;;;1;2;8;5;1
0;12;46;M;19;;;1;;;;1;2;3;4;6;2
0;12;46;F;69;;;;1;;;3;4;7;22;31;1
0;12;46;T;88;;;1;1;;;4;6;10;26;37;3
0;12;47;M;83;;;;;;2;2;5;20;24;27;3
0;12;47;F;100;;;;1;;;1;4;6;26;47;15
0;12;47;T;183;;;;1;;2;3;9;26;50;74;18
0;12;48;M;33;;;;;;1;;;2;19;10;1
0;12;48;F;33;;;;;;;;;2;11;18;2
0;12;48;T;66;;;;;;1;;;4;30;28;3
0;12;49;M;0;;;;;;;;;;;;
0;12;49;F;5;;;;;4;1;;;;;;
0;12;49;T;5;;;;;4;1;;;;;;
0;12;50;M;52;52;;;;;;;;;;;
0;12;50;F;37;37;;;;;;;;;;;
0;12;50;T;89;89;;;;;;;;;;;
0;12;51;M;3;2;;;;;;;;1;;;
0;12;51;F;3;2;;1;;;;;;;;;
0;12;51;T;6;4;;1;;;;;;1;;;
0;12;52;M;20;13;;3;1;1;1;1;;;;;
0;12;52;F;16;10;2;1;;;1;;;1;;1;
0;12;52;T;36;23;2;4;1;1;2;1;;1;;1;
0;12;53;M;12;8;1;;1;;;1;;1;;;
0;12;53;F;13;11;;;;;1;;1;;;;
0;12;53;T;25;19;1;;1;;1;1;1;1;;;
0;12;54;M;24;24;;;;;;;;;;;
0;12;54;F;5;5;;;;;;;;;;;
0;12;54;T;29;29;;;;;;;;;;;
0;12;55;M;1020;18;4;2;58;148;159;142;170;126;126;64;3
0;12;55;F;708;13;5;2;21;59;68;60;64;86;191;116;23
0;12;55;T;1728;31;9;4;79;207;227;202;234;212;317;180;26
0;12;56;M;240;1;;;;2;6;15;9;20;73;97;17
0;12;56;F;413;1;;;1;1;2;2;3;23;112;198;70
0;12;56;T;653;2;;;1;3;8;17;12;43;185;295;87
0;12;57;M;112;;;1;18;22;26;14;12;7;8;4;
0;12;57;F;60;;1;1;5;10;7;3;6;7;12;8;
0;12;57;T;172;;1;2;23;32;33;17;18;14;20;12;
0;12;58;M;100;;1;1;3;3;1;6;2;10;33;36;4
0;12;58;F;275;;1;;;1;;;5;7;62;164;35
0;12;58;T;375;;2;1;3;4;1;6;7;17;95;200;39
0;12;59;M;9;;;;;;;;;4;5;;
0;12;59;F;5;;;;;;;1;1;;2;1;
0;12;59;T;14;;;;;;;1;1;4;7;1;
0;12;60;M;182;3;5;3;8;16;14;10;30;32;36;25;
0;12;60;F;157;2;2;2;2;3;9;8;11;16;48;47;7
0;12;60;T;339;5;7;5;10;19;23;18;41;48;84;72;7
0;12;61;M;103;;;;5;26;30;14;14;2;5;7;
0;12;61;F;68;;;1;4;16;17;10;3;5;8;4;
0;12;61;T;171;;;1;9;42;47;24;17;7;13;11;
0;12;62;M;10;1;;;;2;4;2;1;;;;
0;12;62;F;4;;;1;;1;;1;;;;1;
0;12;62;T;14;1;;1;;3;4;3;1;;;1;
0;12;63;M;60;1;3;1;12;10;9;6;2;3;8;5;
0;12;63;F;37;1;;;1;8;3;3;2;4;9;5;1
0;12;63;T;97;2;3;1;13;18;12;9;4;7;17;10;1
0;12;64;M;24;;;;;;2;1;3;5;11;2;
0;12;64;F;29;;;;;1;;;1;4;6;14;3
0;12;64;T;53;;;;;1;2;1;4;9;17;16;3
1;12;0;M;5;;*;*;;;;;;3;2;;
1;12;0;F;5;;*;*;;;;1;;1;2;1;
1;12;0;T;10;;;*;;;;1;;4;4;1;
1;12;1;M;0;;*;*;;;;;;;;;
1;12;1;F;0;;*;*;;;;;;;;;
1;12;1;T;0;;;*;;;;;;;;;
1;12;2;M;121;1;*;*;9;60;32;10;6;3;;;
1;12;2;F;20;;*;*;3;11;5;1;;;;;
1;12;2;T;141;1;;*;12;71;37;11;6;3;;;
1;12;3;M;3;;*;*;;1;;;;;2;;
1;12;3;F;1;;*;*;;;;;;;1;;
1;12;3;T;4;;;*;;1;;;;;3;;
1;12;4;M;16;;*;*;;;;;;3;7;5;
1;12;4;F;23;;*;*;;;;1;;2;9;9;1
1;12;4;T;39;;1;*;;;;1;;5;16;14;1
1;12;5;M;27;;*;*;;;4;6;11;1;5;;
1;12;5;F;6;;*;*;;;;;1;;2;2;1
1;12;5;T;33;;;*;;;4;6;12;1;7;2;1
1;12;6;M;22;;*;*;;;;;5;8;6;3;
1;12;6;F;3;;*;*;;;;1;;1;1;;
1;12;6;T;25;;;*;;;;1;5;9;7;3;
1;12;7;M;27;;*;*;;;1;;4;7;10;5;
1;12;7;F;26;;*;*;;;2;2;1;1;13;5;2
1;12;7;T;53;;;*;;;3;2;5;8;23;10;2
1;12;8;M;51;;*;*;;;;1;8;12;22;8;
1;12;8;F;56;;*;*;;;;;7;18;19;12;
1;12;8;T;107;;;*;;;;1;15;30;41;20;
1;12;9;M;9;;*;*;;;;;4;;2;3;
1;12;9;F;6;;*;*;;;;;1;;2;3;
1;12;9;T;15;;;*;;;;;5;;4;6;
1;12;10;M;29;;*;*;;;;3;6;11;6;3;
1;12;10;F;13;;*;*;;;;1;2;1;6;3;
1;12;10;T;42;;;*;;;;4;8;12;12;6;
1;12;11;M;30;;*;*;;;;4;4;6;10;6;
1;12;11;F;31;;*;*;;;;1;5;7;14;3;1
1;12;11;T;61;;;*;;;;5;9;13;24;9;1
1;12;12;M;159;;*;*;;1;4;14;34;34;57;14;1
1;12;12;F;43;;*;*;;;2;;5;10;21;5;
1;12;12;T;202;;;*;;1;6;14;39;44;78;19;1
1;12;13;M;6;;*;*;;;2;;3;1;;;
1;12;13;F;3;;*;*;;;1;1;;;1;;
1;12;13;T;9;;;*;;;3;1;3;1;1;;
1;12;14;M;2;;*;*;;;;;;1;1;;
1;12;14;F;93;;*;*;;2;6;5;11;17;35;15;2
1;12;14;T;95;;;*;;2;6;5;11;18;36;15;2
1;12;15;M;0;;*;*;;;;;;;;;
1;12;15;F;6;;*;*;;;1;2;2;1;;;
1;12;15;T;6;;;*;;;1;2;2;1;;;
1;12;16;M;0;;*;*;;;;;;;;;
1;12;16;F;17;;*;*;;;1;1;3;1;7;2;2
1;12;16;T;17;;;*;;;1;1;3;1;7;2;2
1;12;17;M;0;;*;*;;;;;;;;;
1;12;17;F;13;;*;*;;;;1;3;3;6;;
1;12;17;T;13;;;*;;;;1;3;3;6;;
